state_id,evidence,family,mode,vertices,area_m2,mec_radius_m,arm,single_clear_feasible,certified,entry_distance_m,entry_exit_distance_m,maximum_vertex_distance_m,safety_margin_m,geometry_runtime_ms,geometry_runtime_min_ms,geometry_runtime_max_ms,route_complexity_fallback,nearest_complexity_fallback,decision
syn-action-long_strip-5.0-0,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,mec_center,True,True,100.0,200.0,5.000000000000001,15.0,0.000166,4.2e-05,0.000417,False,False,
syn-action-long_strip-5.0-0,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,inner_safe_disk,True,True,85.000001,200.0,19.817232484217893,0.18276751578210693,0.001084,0.000541,0.003458,False,False,
syn-action-long_strip-5.0-0,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,full_K_nearest,True,True,84.76872134982054,200.0158627020047,19.999999899999995,1.0000000472132342e-07,0.027292,0.012458,0.045792,False,False,
syn-action-long_strip-5.0-0,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,full_K_route,True,True,84.81668539812875,200.0,19.999999900000024,9.999997629961399e-08,0.005458,0.0025,0.008875,False,False,
syn-action-long_strip-5.0-1,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,mec_center,True,True,100.0,200.0,5.000000000000001,15.0,0.000167,4.2e-05,0.008208,False,False,
syn-action-long_strip-5.0-1,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,inner_safe_disk,True,True,85.000001,200.0,17.90543630683927,2.0945636931607297,0.000875,0.000542,0.019666,False,False,
syn-action-long_strip-5.0-1,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,full_K_nearest,True,True,82.44851347933137,200.13003845284715,19.999999899999995,1.0000000472132342e-07,0.014625,0.01275,0.0435,False,False,
syn-action-long_strip-5.0-1,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,full_K_route,True,True,82.8460829599586,200.0,19.99999989999999,1.000000082740371e-07,0.002917,0.002375,0.008625,False,False,
syn-action-long_strip-5.0-2,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,mec_center,True,True,92.19544457292888,178.21869724335517,5.000000000000001,15.0,0.000166,4.1e-05,0.000375,False,False,
syn-action-long_strip-5.0-2,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,inner_safe_disk,True,True,77.19544557292888,167.9878006121412,19.910601755556986,0.08939824444301436,0.000917,0.000541,0.002833,False,False,
syn-action-long_strip-5.0-2,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,full_K_nearest,True,True,77.08256727744713,167.13041945940154,19.999999900000002,9.999999761589606e-08,0.014208,0.012084,0.036,False,False,
syn-action-long_strip-5.0-2,synthetic_state_mechanism,long_strip,3,4,8.819206271435178,5.000000000000001,full_K_route,True,True,86.08425237768506,158.7473932816258,19.999999900000002,9.999999761589606e-08,0.121666,0.087083,0.31,False,False,
syn-action-long_strip-12.0-0,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,mec_center,True,True,100.0,200.0,11.999999999999998,8.000000000000002,8.3e-05,4.2e-05,0.000125,False,False,
syn-action-long_strip-12.0-0,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,inner_safe_disk,True,True,92.000001,200.0,19.765755032639174,0.23424496736082645,0.000542,0.0005,0.000625,False,False,
syn-action-long_strip-12.0-0,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,full_K_nearest,True,True,91.47898415338216,200.09246126364724,19.9999999,1.0000000116860974e-07,0.012709,0.012583,0.014875,False,False,
syn-action-long_strip-12.0-0,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,full_K_route,True,True,91.76160930263411,200.0,19.999999899999985,1.0000001537946446e-07,0.002417,0.002375,0.003541,False,False,
syn-action-long_strip-12.0-1,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,mec_center,True,True,100.0,200.0,11.999999999999998,8.000000000000002,8.4e-05,4.2e-05,0.000125,False,False,
syn-action-long_strip-12.0-1,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,inner_safe_disk,True,True,92.000001,200.0,17.273504805950033,2.726495194049967,0.0005,0.000458,0.000584,False,False,
syn-action-long_strip-12.0-1,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,full_K_nearest,True,True,86.41576145816917,200.34856305801895,19.999999900000002,9.999999761589606e-08,0.012458,0.01225,0.012958,False,False,
syn-action-long_strip-12.0-1,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,full_K_route,True,True,88.68063671826346,200.0,19.999999900000045,9.999995498333192e-08,0.002375,0.002333,0.002625,False,False,
syn-action-long_strip-12.0-2,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,mec_center,True,True,92.19544457292888,178.21869724335517,11.999999999999998,8.000000000000002,8.3e-05,4.2e-05,0.000125,False,False,
syn-action-long_strip-12.0-2,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,inner_safe_disk,True,True,84.19544557292888,172.47757422118684,19.885498514493936,0.11450148550606443,0.000541,0.0005,0.000625,False,False,
syn-action-long_strip-12.0-2,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,full_K_nearest,True,True,83.94257866832532,170.33261744380945,19.999999899999995,1.0000000472132342e-07,0.012875,0.012417,0.013208,False,False,
syn-action-long_strip-12.0-2,synthetic_state_mechanism,long_strip,3,4,50.798628123468916,11.999999999999998,full_K_route,True,True,88.82189493022885,162.48931236284807,19.9999999,1.0000000116860974e-07,0.089916,0.089291,0.095917,False,False,
syn-action-long_strip-18.0-0,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,mec_center,True,True,100.0,200.0,18.0,2.0,8.3e-05,4.1e-05,0.000125,False,False,
syn-action-long_strip-18.0-0,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,inner_safe_disk,True,True,98.000001,200.0,19.912480466124,0.08751953387600153,0.0005,0.000458,0.000583,False,False,
syn-action-long_strip-18.0-0,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,full_K_nearest,True,True,97.25760466516819,200.21109358728012,19.999999899999995,1.0000000472132342e-07,0.01275,0.012583,0.013875,False,False,
syn-action-long_strip-18.0-0,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,full_K_route,True,True,97.90890285742137,200.0,19.999999900000027,9.999997274690031e-08,0.0025,0.002333,0.003084,False,False,
syn-action-long_strip-18.0-1,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,mec_center,True,True,100.0,200.0,18.0,2.0,8.3e-05,4.2e-05,8.4e-05,False,False,
syn-action-long_strip-18.0-1,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,inner_safe_disk,True,True,98.000001,200.0,19.023412611742394,0.9765873882576059,0.0005,0.000458,0.000625,False,False,
syn-action-long_strip-18.0-1,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,full_K_nearest,True,True,93.35246720028654,200.0810049776249,19.99999990000001,9.99999905104687e-08,0.012375,0.012208,0.012958,False,False,
syn-action-long_strip-18.0-1,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,full_K_route,True,True,96.31590529618651,200.0,19.999999899999967,1.0000003314303285e-07,0.002375,0.002334,0.002583,False,False,
syn-action-long_strip-18.0-2,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,mec_center,True,True,92.19544457292888,178.21869724335517,18.0,2.0,8.4e-05,8.3e-05,0.000375,False,False,
syn-action-long_strip-18.0-2,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,inner_safe_disk,True,True,90.19544557292888,176.71962444077081,19.957138317678456,0.042861682321543526,0.000666,0.000583,0.002667,False,False,
syn-action-long_strip-18.0-2,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,full_K_nearest,True,True,89.83664907996807,173.39747069717976,19.999999900000006,9.999999406318238e-08,0.0135,0.012792,0.016417,False,False,
syn-action-long_strip-18.0-2,synthetic_state_mechanism,long_strip,3,4,114.29691327780506,18.0,full_K_route,True,True,90.26378007691976,170.1771720125352,19.999999900000006,9.999999406318238e-08,0.094417,0.089625,0.2225,False,False,
syn-action-long_strip-19.999-0,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,mec_center,True,True,100.0,200.0,19.999000000000006,0.0009999999999941167,8.4e-05,8.3e-05,0.000125,False,False,
syn-action-long_strip-19.999-0,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,inner_safe_disk,True,True,99.999001,200.0,19.99995053582954,4.946417045914586e-05,0.0005,0.000458,0.00075,False,False,
syn-action-long_strip-19.999-0,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,full_K_nearest,True,True,99.99560179416542,200.00000107387388,19.999999900000006,9.999999406318238e-08,0.01225,0.012042,0.0135,False,False,
syn-action-long_strip-19.999-0,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,full_K_route,True,True,99.9989491190757,200.0,19.99999990000004,9.99999585360456e-08,0.002416,0.002375,0.003333,False,False,
syn-action-long_strip-19.999-1,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,mec_center,True,True,100.0,200.0,19.999000000000006,0.0009999999999941167,4.2e-05,4.2e-05,8.4e-05,False,False,
syn-action-long_strip-19.999-1,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,inner_safe_disk,True,True,99.999001,200.0,19.99947024661844,0.0005297533815600275,0.0005,0.000458,0.000666,False,False,
syn-action-long_strip-19.999-1,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,full_K_nearest,True,True,99.98963730813419,200.00000019348937,19.999999900000006,9.999999406318238e-08,0.012375,0.01225,0.012792,False,False,
syn-action-long_strip-19.999-1,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,full_K_route,True,True,99.99787589405338,200.0,19.999999899999978,1.0000002248489182e-07,0.002375,0.002333,0.002584,False,False,
syn-action-long_strip-19.999-2,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,mec_center,True,True,92.19544457292888,178.21869724335517,19.999000000000006,0.0009999999999941167,8.4e-05,4.2e-05,8.4e-05,False,False,
syn-action-long_strip-19.999-2,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,inner_safe_disk,True,True,92.19444557292888,178.21793757696344,19.99997523897233,2.4761027670905378e-05,0.000583,0.000458,0.000625,False,False,
syn-action-long_strip-19.999-2,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,full_K_nearest,True,True,92.19204095849696,178.20569117683704,19.999999900000006,9.999999406318238e-08,0.012667,0.012208,0.016125,False,False,
syn-action-long_strip-19.999-2,synthetic_state_mechanism,long_strip,3,4,141.093189965703,19.999000000000006,full_K_route,True,True,92.19204095849696,178.20569117683704,19.999999900000002,9.999999761589606e-08,0.071833,0.071375,0.077791,False,False,
syn-action-long_strip-20.0-0,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,mec_center,True,True,100.0,200.0,20.000000000000004,-3.552713678800501e-15,8.3e-05,4.2e-05,8.4e-05,False,False,
syn-action-long_strip-20.0-0,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,inner_safe_disk,True,True,100.0,200.0,20.000000000000004,-3.552713678800501e-15,0.0005,0.000458,0.000709,False,False,
syn-action-long_strip-20.0-0,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,full_K_nearest,True,True,100.0,200.0,20.000000000000004,-3.552713678800501e-15,0.000208,0.000125,0.000291,False,False,
syn-action-long_strip-20.0-0,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,full_K_route,True,True,100.0,200.0,20.000000000000004,-3.552713678800501e-15,0.005292,0.005291,0.006959,False,False,
syn-action-long_strip-20.0-1,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,mec_center,True,True,100.0,200.0,20.000000000000004,-3.552713678800501e-15,4.2e-05,4.2e-05,0.000125,False,False,
syn-action-long_strip-20.0-1,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,inner_safe_disk,True,True,100.0,200.0,20.000000000000004,-3.552713678800501e-15,0.0005,0.000458,0.0005,False,False,
syn-action-long_strip-20.0-1,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,full_K_nearest,True,True,100.0,200.0,20.000000000000004,-3.552713678800501e-15,0.000167,0.000125,0.000167,False,False,
syn-action-long_strip-20.0-1,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,full_K_route,True,True,100.0,200.0,20.000000000000004,-3.552713678800501e-15,0.005167,0.005125,0.005584,False,False,
syn-action-long_strip-20.0-2,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,mec_center,True,True,92.19544457292888,178.21869724335517,20.000000000000004,-3.552713678800501e-15,8.3e-05,4.2e-05,0.000125,False,False,
syn-action-long_strip-20.0-2,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,inner_safe_disk,True,True,92.19544457292888,178.21869724335517,20.000000000000004,-3.552713678800501e-15,0.000459,0.000417,0.000708,False,False,
syn-action-long_strip-20.0-2,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,full_K_nearest,True,True,92.19544457292888,178.21869724335517,20.000000000000004,-3.552713678800501e-15,0.000167,0.000125,0.000167,False,False,
syn-action-long_strip-20.0-2,synthetic_state_mechanism,long_strip,3,4,141.10730034296898,20.000000000000004,full_K_route,True,True,92.19544457292888,178.21869724335517,20.000000000000004,-3.552713678800501e-15,0.004667,0.004584,0.005625,False,False,
syn-action-long_strip-20.001-0,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,mec_center,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-0,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,inner_safe_disk,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-0,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,full_K_nearest,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-0,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,full_K_route,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-1,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,mec_center,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-1,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,inner_safe_disk,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-1,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,full_K_nearest,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-1,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,full_K_route,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-2,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,mec_center,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-2,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,inner_safe_disk,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-2,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,full_K_nearest,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-long_strip-20.001-2,synthetic_state_mechanism,long_strip,3,4,141.12141142577116,20.001000000000005,full_K_route,False,False,,,,,,,,,,K(P) empty: do not execute one certified clear
syn-action-spindle-5.0-0,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,mec_center,True,True,100.0,200.0,5.0,15.0,8.3e-05,4.1e-05,8.3e-05,False,False,
syn-action-spindle-5.0-0,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,inner_safe_disk,True,True,85.000001,200.0,19.92206446890786,0.07793553109214102,0.0005,0.000458,0.000666,False,False,
syn-action-spindle-5.0-0,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,full_K_nearest,True,True,84.90118193305973,200.00687976084973,19.999999900000006,9.999999406318238e-08,0.027083,0.026875,0.029084,False,False,
syn-action-spindle-5.0-0,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,full_K_route,True,True,84.92196499745634,200.0,19.99999990000003,9.999996919418663e-08,0.003125,0.002959,0.003708,False,False,
syn-action-spindle-5.0-1,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,mec_center,True,True,100.0,200.0,5.0,15.0,4.2e-05,4.1e-05,8.4e-05,False,False,
syn-action-spindle-5.0-1,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,inner_safe_disk,True,True,85.000001,200.0,18.29071763481922,1.7092823651807798,0.000459,0.000458,0.0005,False,False,
syn-action-spindle-5.0-1,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,full_K_nearest,True,True,82.90125980182543,200.11403333951918,19.9999999,1.0000000116860974e-07,0.0275,0.027292,0.027625,False,False,
syn-action-spindle-5.0-1,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,full_K_route,True,True,83.24941495872535,200.0,19.999999900000024,9.999997629961399e-08,0.003084,0.003041,0.003334,False,False,
syn-action-spindle-5.0-2,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,mec_center,True,True,92.19544457292888,178.21869724335517,5.0,15.0,8.3e-05,4.1e-05,8.4e-05,False,False,
syn-action-spindle-5.0-2,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,inner_safe_disk,True,True,77.19544557292888,167.9878006121412,19.97740181285166,0.022598187148339832,0.000583,0.0005,0.000667,False,False,
syn-action-spindle-5.0-2,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,full_K_nearest,True,True,77.16687698506757,167.57085489640866,19.999999900000002,9.999999761589606e-08,0.026958,0.026375,0.027625,False,False,
syn-action-spindle-5.0-2,synthetic_state_mechanism,spindle,3,6,28.84615384615381,5.0,full_K_route,True,True,86.0880303111418,159.19242817865282,19.9999999,1.0000000116860974e-07,0.138416,0.137292,0.1455,False,False,
syn-action-spindle-12.0-0,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,mec_center,True,True,100.0,200.0,11.999999999999998,8.000000000000002,8.3e-05,4.2e-05,8.3e-05,False,False,
syn-action-spindle-12.0-0,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,inner_safe_disk,True,True,92.000001,200.0,19.900188111989333,0.09981188801066665,0.000459,0.000417,0.000583,False,False,
syn-action-spindle-12.0-0,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,full_K_nearest,True,True,91.7775429247302,200.04012336692733,19.999999899999995,1.0000000472132342e-07,0.026625,0.0265,0.028083,False,False,
syn-action-spindle-12.0-0,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,full_K_route,True,True,91.89943957220524,200.0,19.999999900000045,9.999995498333192e-08,0.003084,0.003042,0.00375,False,False,
syn-action-spindle-12.0-1,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,mec_center,True,True,100.0,200.0,11.999999999999998,8.000000000000002,4.2e-05,4.1e-05,8.4e-05,False,False,
syn-action-spindle-12.0-1,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,inner_safe_disk,True,True,92.000001,200.0,17.782701317028945,2.2172986829710553,0.0005,0.000417,0.000541,False,False,
syn-action-spindle-12.0-1,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,full_K_nearest,True,True,87.44662062560691,200.29609840154765,19.999999900000002,9.999999761589606e-08,0.02625,0.026,0.02675,False,False,
syn-action-spindle-12.0-1,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,full_K_route,True,True,89.39301744806669,200.0,19.999999900000027,9.999997274690031e-08,0.003042,0.003,0.003292,False,False,
syn-action-spindle-12.0-2,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,mec_center,True,True,92.19544457292888,178.21869724335517,11.999999999999998,8.000000000000002,8.3e-05,4.1e-05,0.000125,False,False,
syn-action-spindle-12.0-2,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,inner_safe_disk,True,True,84.19544557292888,172.47757422118684,19.971070020241196,0.028929979758803626,0.000542,0.0005,0.001167,False,False,
syn-action-spindle-12.0-2,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,full_K_nearest,True,True,84.13147811042157,171.43236437748428,19.999999900000002,9.999999761589606e-08,0.02675,0.026333,0.338375,False,False,
syn-action-spindle-12.0-2,synthetic_state_mechanism,spindle,3,6,166.15384615384687,11.999999999999998,full_K_route,True,True,88.99690269532347,163.5825323921722,19.999999900000002,9.999999761589606e-08,0.104958,0.104083,0.1135,False,False,
syn-action-spindle-18.0-0,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,mec_center,True,True,100.0,200.0,17.999999999999996,2.0000000000000036,8.3e-05,4.1e-05,8.4e-05,False,False,
syn-action-spindle-18.0-0,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,inner_safe_disk,True,True,98.000001,200.0,19.962628412730286,0.03737158726971401,0.0005,0.000459,0.000625,False,False,
syn-action-spindle-18.0-0,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,full_K_nearest,True,True,97.68317060411918,200.0916754046729,19.99999989999999,1.000000082740371e-07,0.025833,0.025459,0.027375,False,False,
syn-action-spindle-18.0-0,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,full_K_route,True,True,97.96199098060609,200.0,19.9999999,1.0000000116860974e-07,0.003208,0.003125,0.004,False,False,
syn-action-spindle-18.0-1,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,mec_center,True,True,100.0,200.0,17.999999999999996,2.0000000000000036,8.3e-05,4.2e-05,8.4e-05,False,False,
syn-action-spindle-18.0-1,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,inner_safe_disk,True,True,98.000001,200.0,19.198545819408547,0.8014541805914526,0.0005,0.000459,0.000625,False,False,
syn-action-spindle-18.0-1,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,full_K_nearest,True,True,94.61960263444226,200.05284835876284,19.999999900000002,9.999999761589606e-08,0.025291,0.025167,0.025708,False,False,
syn-action-spindle-18.0-1,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,full_K_route,True,True,96.76911651637124,200.0,19.999999900000045,9.999995498333192e-08,0.003125,0.003042,0.003334,False,False,
syn-action-spindle-18.0-2,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,mec_center,True,True,92.19544457292888,178.21869724335517,17.999999999999996,2.0000000000000036,8.3e-05,4.2e-05,0.000458,False,False,
syn-action-spindle-18.0-2,synthetic_state_mechanism,spindle,3,6,373.84615384615427,17.999999999999996,inner_safe_disk,True,True,90.19544557292888,176.71962444077081,19.989155542946893,0.010844457053106993,0.00075,0.000583,0.002292,False,False,
